amplicon,sample_name,sample_title,sra_title,block,unique_id,drought,inoculum,fire_freq,species,sra_accession,sra_bioproject,filename_r1,filename_r2,wilting_scale,bud_number,leaf_number,leaf_length,height,nodule_num,shoot_dm,final_root_dm,seqtab_rows,inoculum_site,inoculum_burn_freq,mean_NO3,mean_NH4,mean_P,mean_K,mean_SO4_S,mean_B,mean_OM,mean_pH,mean_EC,mean_Zn,mean_Mn,mean_Cu,mean_Fe,mean_Ca,mean_Mg,mean_Na,mean_TKN,mean_C_N_ratio,mean_Sand,mean_Silt,mean_Clay,host,other_frompreviouscolumn
18S,AMF-Pos3,Pos3_18S,Positive control: sample AMF-Pos3,NA,NA,NA,NA,NA,NA,,PRJNA1064977,Pos3_S170_L001_R1_001.fastq.gz,Pos3_S170_L001_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
18S,AMF-Pos4,Pos4_18S,Positive control: sample AMF-Pos4,NA,NA,NA,NA,NA,NA,,PRJNA1064977,Pos4_S182_L001_R1_001.fastq.gz,Pos4_S182_L001_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
18S,AMF-Pos5,Pos5_18S,Positive control: sample AMF-Pos5,NA,NA,NA,NA,NA,NA,,PRJNA1064977,Pos5_S172_L001_R1_001.fastq.gz,Pos5_S172_L001_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
18S,AMF-R-002,R-002_18S,18S amplicons from Snowbrush sample AMF-R-002,1,Q002,D,1Burn_W3,1,Snowbrush,,PRJNA1064977,R-002_S25_L001_R1_001.fastq.gz,R-002_S25_L001_R2_001.fastq.gz,6,0,16,2.8,4.1,0,0.227,0.3547,R-002,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Ceanothus velutinus,
18S,AMF-R-003,R-003_18S,18S amplicons from Snowbrush sample AMF-R-003,1,Q003,D,Sterile,NA,Snowbrush,,PRJNA1064977,R-003_S37_L001_R1_001.fastq.gz,R-003_S37_L001_R2_001.fastq.gz,NA,NA,NA,NA,NA,0,0.5242,0.9035,R-003,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-007,R-007_18S,18S amplicons from Snowbrush sample AMF-R-007,1,Q007,ND,1Burn_W4,1,Snowbrush,,PRJNA1064977,R-007_S49_L001_R1_001.fastq.gz,R-007_S49_L001_R2_001.fastq.gz,1,0,33,3.4,5.1,1,0.9163,1.8878,R-007,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-008,R-008_18S,18S amplicons from Snowbrush sample AMF-R-008,1,Q008,ND,0Burn_W2,0,Snowbrush,,PRJNA1064977,R-008_S61_L001_R1_001.fastq.gz,R-008_S61_L001_R2_001.fastq.gz,1,0,30,2.6,4.2,0,0.5086,0.7875,R-008,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-012,R-012_18S,18S amplicons from Snowbrush sample AMF-R-012,1,Q012,D,0Burn_W2,0,Snowbrush,,PRJNA1064977,R-012_S73_L001_R1_001.fastq.gz,R-012_S73_L001_R2_001.fastq.gz,3,0,21,2.6,6.1,0,0.5126,0.8267,R-012,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-014,R-014_18S,18S amplicons from Snowbrush sample AMF-R-014,1,Q014,ND,3Burn_W5,3,Snowbrush,,PRJNA1064977,R-014_S85_L001_R1_001.fastq.gz,R-014_S85_L001_R2_001.fastq.gz,1,0,29,3.9,6.7,5,0.8006,1.5315,R-014,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Ceanothus velutinus,
18S,AMF-R-016,R-016_18S,18S amplicons from Snowbrush sample AMF-R-016,1,Q016,ND,Sterile,NA,Snowbrush,,PRJNA1064977,R-016_S2_L001_R1_001.fastq.gz,R-016_S2_L001_R2_001.fastq.gz,1,0,37,2.8,6.5,0,0.7286,0.6572,R-016,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-017,R-017_18S,18S amplicons from Snowbrush sample AMF-R-017,1,Q017,ND,3Burn_W6,3,Snowbrush,,PRJNA1064977,R-017_S14_L001_R1_001.fastq.gz,R-017_S14_L001_R2_001.fastq.gz,1,0,26,2.7,5.8,64,0.6707,0.6419,R-017,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Ceanothus velutinus,
18S,AMF-R-018,R-018_18S,18S amplicons from Snowbrush sample AMF-R-018,1,Q018,D,3Burn_W6,3,Snowbrush,,PRJNA1064977,R-018_S26_L001_R1_001.fastq.gz,R-018_S26_L001_R2_001.fastq.gz,6,0,28,2.6,5.7,7,0.4913,0.7383,R-018,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Ceanothus velutinus,
18S,AMF-R-019,R-019_18S,18S amplicons from Snowbrush sample AMF-R-019,1,Q019,D,3Burn_W5,3,Snowbrush,,PRJNA1064977,R-019_S38_L001_R1_001.fastq.gz,R-019_S38_L001_R2_001.fastq.gz,6,0,35,2.6,5.2,9,0.5319,1.5298,R-019,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Ceanothus velutinus,
18S,AMF-R-020,R-020_18S,18S amplicons from Snowbrush sample AMF-R-020,1,Q020,D,0Burn_W1,0,Snowbrush,,PRJNA1064977,R-020_S50_L001_R1_001.fastq.gz,R-020_S50_L001_R2_001.fastq.gz,6,0,26,1.7,4.6,2,0.4236,0.4938,R-020,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-021,R-021_18S,18S amplicons from Snowbrush sample AMF-R-021,1,Q021,D,1Burn_W4,1,Snowbrush,,PRJNA1064977,R-021_S62_L001_R1_001.fastq.gz,R-021_S62_L001_R2_001.fastq.gz,NA,NA,NA,NA,NA,0,0.8439,1.0848,R-021,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-022,R-022_18S,18S amplicons from Snowbrush sample AMF-R-022,1,Q022,ND,0Burn_W1,0,Snowbrush,,PRJNA1064977,R-022_S74_L001_R1_001.fastq.gz,R-022_S74_L001_R2_001.fastq.gz,1,NA,NA,NA,5.1,0,0.5135,0.6455,R-022,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-028,R-028_18S,18S amplicons from Snowbrush sample AMF-R-028,1,Q028,ND,1Burn_W3,1,Snowbrush,,PRJNA1064977,R-028_S86_L001_R1_001.fastq.gz,R-028_S86_L001_R2_001.fastq.gz,3,0,15,1.8,3.5,0,0.4076,0.7482,R-028,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Ceanothus velutinus,
18S,AMF-R-057,R-057_18S,18S amplicons from Snowbrush sample AMF-R-057,3,Q057,ND,1Burn_W4,1,Snowbrush,,PRJNA1064977,R-057_S15_L001_R1_001.fastq.gz,R-057_S15_L001_R2_001.fastq.gz,1,0,22,3,6.5,0,0.5399,0.9358,R-057,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-062,R-062_18S,18S amplicons from Snowbrush sample AMF-R-062,3,Q062,ND,3Burn_W6,3,Snowbrush,,PRJNA1064977,R-062_S27_L001_R1_001.fastq.gz,R-062_S27_L001_R2_001.fastq.gz,1,0,32,4.2,6.3,198,1.8504,2.2624,R-062,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Ceanothus velutinus,
18S,AMF-R-065,R-065_18S,18S amplicons from Snowbrush sample AMF-R-065,3,Q065,ND,Sterile,NA,Snowbrush,,PRJNA1064977,R-065_S39_L001_R1_001.fastq.gz,R-065_S39_L001_R2_001.fastq.gz,1,0,30,3,5.4,0,0.5346,0.6725,R-065,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-067,R-067_18S,18S amplicons from Snowbrush sample AMF-R-067,3,Q067,ND,0Burn_W2,0,Snowbrush,,PRJNA1064977,R-067_S51_L001_R1_001.fastq.gz,R-067_S51_L001_R2_001.fastq.gz,1,0,30,3,5.8,0,0.6167,1.5528,R-067,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-068,R-068_18S,18S amplicons from Snowbrush sample AMF-R-068,3,Q068,D,3Burn_W6,3,Snowbrush,,PRJNA1064977,R-068_S63_L001_R1_001.fastq.gz,R-068_S63_L001_R2_001.fastq.gz,6,0,16,2.1,5.4,29,0.404,0.635,R-068,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Ceanothus velutinus,
18S,AMF-R-069,R-069_18S,18S amplicons from Snowbrush sample AMF-R-069,3,Q069,D,1Burn_W4,1,Snowbrush,,PRJNA1064977,R-069_S75_L001_R1_001.fastq.gz,R-069_S75_L001_R2_001.fastq.gz,6,0,25,2,5.6,0,0.304,0.5993,R-069,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-070,R-070_18S,18S amplicons from Snowbrush sample AMF-R-070,3,Q070,ND,1Burn_W3,1,Snowbrush,,PRJNA1064977,R-070_S87_L001_R1_001.fastq.gz,R-070_S87_L001_R2_001.fastq.gz,1,0,28,2.8,5,0,0.5647,0.851,R-070,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Ceanothus velutinus,
18S,AMF-R-072,R-072_18S,18S amplicons from Snowbrush sample AMF-R-072,3,Q072,D,3Burn_W5,3,Snowbrush,,PRJNA1064977,R-072_S4_L001_R1_001.fastq.gz,R-072_S4_L001_R2_001.fastq.gz,6,0,23,2.8,4,8,0.6463,1.1985,R-072,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Ceanothus velutinus,
18S,AMF-R-078,R-078_18S,18S amplicons from Snowbrush sample AMF-R-078,3,Q078,ND,0Burn_W1,0,Snowbrush,,PRJNA1064977,R-078_S16_L001_R1_001.fastq.gz,R-078_S16_L001_R2_001.fastq.gz,1,0,29,2.6,6.1,1,0.4599,0.6816,R-078,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-079,R-079_18S,18S amplicons from Snowbrush sample AMF-R-079,3,Q079,D,Sterile,NA,Snowbrush,,PRJNA1064977,R-079_S28_L001_R1_001.fastq.gz,R-079_S28_L001_R2_001.fastq.gz,6,0,14,3.1,4.8,0,0.2859,0.6166,R-079,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-080,R-080_18S,18S amplicons from Snowbrush sample AMF-R-080,3,Q080,D,1Burn_W3,1,Snowbrush,,PRJNA1064977,R-080_S40_L001_R1_001.fastq.gz,R-080_S40_L001_R2_001.fastq.gz,1,0,6,1.4,3.6,0,0.0846,0.1665,R-080,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Ceanothus velutinus,
18S,AMF-R-081,R-081_18S,18S amplicons from Snowbrush sample AMF-R-081,3,Q081,D,0Burn_W2,0,Snowbrush,,PRJNA1064977,R-081_S52_L001_R1_001.fastq.gz,R-081_S52_L001_R2_001.fastq.gz,6,0,16,2.1,4.4,0,0.2902,0.7278,R-081,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-083,R-083_18S,18S amplicons from Snowbrush sample AMF-R-083,3,Q083,ND,3Burn_W5,3,Snowbrush,,PRJNA1064977,R-083_S64_L001_R1_001.fastq.gz,R-083_S64_L001_R2_001.fastq.gz,1,0,27,2.7,6.1,46,0.642,1.012,R-083,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Ceanothus velutinus,
18S,AMF-R-084,R-084_18S,18S amplicons from Snowbrush sample AMF-R-084,3,Q084,D,0Burn_W1,0,Snowbrush,,PRJNA1064977,R-084_S76_L001_R1_001.fastq.gz,R-084_S76_L001_R2_001.fastq.gz,6,0,18,2,4.4,1,0.1962,0.3318,R-084,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-141,R-141_18S,18S amplicons from Snowbrush sample AMF-R-141,6,Q141,D,0Burn_W2,0,Snowbrush,,PRJNA1064977,R-141_S88_L001_R1_001.fastq.gz,R-141_S88_L001_R2_001.fastq.gz,6,0,24,2.6,4.7,2,0.534,0.794,R-141,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-142,R-142_18S,18S amplicons from Snowbrush sample AMF-R-142,6,Q142,D,Sterile,NA,Snowbrush,,PRJNA1064977,R-142_S5_L001_R1_001.fastq.gz,R-142_S5_L001_R2_001.fastq.gz,6,0,9,2,5,0,0.1799,0.207,R-142,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-146,R-146_18S,18S amplicons from Snowbrush sample AMF-R-146,6,Q146,D,3Burn_W5,3,Snowbrush,,PRJNA1064977,R-146_S17_L001_R1_001.fastq.gz,R-146_S17_L001_R2_001.fastq.gz,6,0,17,1.8,4,7,0.2205,0.4832,R-146,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Ceanothus velutinus,
18S,AMF-R-147,R-147_18S,18S amplicons from Snowbrush sample AMF-R-147,6,Q147,ND,1Burn_W4,1,Snowbrush,,PRJNA1064977,R-147_S29_L001_R1_001.fastq.gz,R-147_S29_L001_R2_001.fastq.gz,1,0,33,3,8.2,0,1.149,3.2471,R-147,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-150,R-150_18S,18S amplicons from Snowbrush sample AMF-R-150,6,Q150,ND,3Burn_W6,3,Snowbrush,,PRJNA1064977,R-150_S41_L001_R1_001.fastq.gz,R-150_S41_L001_R2_001.fastq.gz,1,0,16,1.5,4.5,17,0.2161,0.2944,R-150,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Ceanothus velutinus,
18S,AMF-R-153,R-153_18S,18S amplicons from Snowbrush sample AMF-R-153,6,Q153,ND,0Burn_W1,0,Snowbrush,,PRJNA1064977,R-153_S53_L001_R1_001.fastq.gz,R-153_S53_L001_R2_001.fastq.gz,1,0,17,3.1,5,2,0.4904,1.4133,R-153,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-155,R-155_18S,18S amplicons from Snowbrush sample AMF-R-155,6,Q155,D,3Burn_W6,3,Snowbrush,,PRJNA1064977,R-155_S65_L001_R1_001.fastq.gz,R-155_S65_L001_R2_001.fastq.gz,5,0,17,3.4,5.2,9,0.4765,0.5283,R-155,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Ceanothus velutinus,
18S,AMF-R-157,R-157_18S,18S amplicons from Snowbrush sample AMF-R-157,6,Q157,ND,0Burn_W2,0,Snowbrush,,PRJNA1064977,R-157_S77_L001_R1_001.fastq.gz,R-157_S77_L001_R2_001.fastq.gz,1,0,34,2.6,6,6,0.8851,1.2181,R-157,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-158,R-158_18S,18S amplicons from Snowbrush sample AMF-R-158,6,Q158,D,1Burn_W3,1,Snowbrush,,PRJNA1064977,R-158_S89_L001_R1_001.fastq.gz,R-158_S89_L001_R2_001.fastq.gz,1,0,4,1.1,3.9,0,0.0511,NA,R-158,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Ceanothus velutinus,
18S,AMF-R-162,R-162_18S,18S amplicons from Snowbrush sample AMF-R-162,6,Q162,ND,3Burn_W5,3,Snowbrush,,PRJNA1064977,R-162_S6_L001_R1_001.fastq.gz,R-162_S6_L001_R2_001.fastq.gz,1,0,27,3.2,9.4,35,1.1376,0.8776,R-162,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Ceanothus velutinus,
18S,AMF-R-163,R-163_18S,18S amplicons from Snowbrush sample AMF-R-163,6,Q163,D,0Burn_W1,0,Snowbrush,,PRJNA1064977,R-163_S18_L001_R1_001.fastq.gz,R-163_S18_L001_R2_001.fastq.gz,6,0,11,2.2,5.4,0,0.1939,0.3131,R-163,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Ceanothus velutinus,
18S,AMF-R-164,R-164_18S,18S amplicons from Snowbrush sample AMF-R-164,6,Q164,ND,Sterile,NA,Snowbrush,,PRJNA1064977,R-164_S30_L001_R1_001.fastq.gz,R-164_S30_L001_R2_001.fastq.gz,1,0,9,1.6,3.9,0,0.1752,0.2053,R-164,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-165,R-165_18S,18S amplicons from Snowbrush sample AMF-R-165,6,Q165,D,1Burn_W4,1,Snowbrush,,PRJNA1064977,R-165_S42_L001_R1_001.fastq.gz,R-165_S42_L001_R2_001.fastq.gz,6,0,21,2.1,3.6,1,0.3673,0.7657,R-165,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-167,R-167_18S,18S amplicons from Snowbrush sample AMF-R-167,6,Q167,ND,1Burn_W3,1,Snowbrush,,PRJNA1064977,R-167_S54_L001_R1_001.fastq.gz,R-167_S54_L001_R2_001.fastq.gz,1,0,9,2.5,3.1,0,0.1447,0.1777,R-167,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Ceanothus velutinus,
18S,AMF-R-197,R-197_18S,18S amplicons from Snowbrush sample AMF-R-197,8,Q197,D,Sterile,NA,Snowbrush,,PRJNA1064977,R-197_S66_L001_R1_001.fastq.gz,R-197_S66_L001_R2_001.fastq.gz,6,0,5,0.8,2.8,0,0.2063,NA,R-197,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,
18S,AMF-R-201,R-201_18S,18S amplicons from Snowbrush sample AMF-R-201,8,Q201,ND,0Burn_W1,0,Snowbrush,,PRJNA1064977,R-201_S78_L001_R1_001.fastq.gz,R-201_S78_L001_R2_001.fastq.gz,1,0,20,2.3,5.4,0,0.5148,0.8102,R-201,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Ceanothus velutinus,
